,id,name,year,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count
0,588679,Theodore Bikel,1950,0.538159091,0.23536363600000001,0.536977273,110.2677955,-16.30320455,0,7,0.7685,0.046548734,0.184381818,0.06508636400000001,160048.6364,5.954545455,44
1,328352,The New Christy Minstrels,1960,0.53922,0.4747,0.65046,114.61453999999999,-12.6818,1,0,0.6802,0.039021062,0.20582199999999998,0.041356,155416.5,16.44,50
2,667794,Gordon Lightfoot,1950,0.549047619,0.356602381,0.539059524,108.8755,-14.45971429,1,4,0.633613095,0.013424973,0.148778571,0.032092857,207131.8929,33.02380952,168
3,13377,Stan Rogers,1970,0.597636364,0.492363636,0.713545455,118.5301818,-9.347272727,1,7,0.6842727270000001,0.00043731300000000005,0.353754545,0.197945455,231886.0909,32.45454545,22
4,934721,Tom Paxton,1960,0.601666667,0.2393,0.5665,99.14033333,-13.06766667,1,2,0.8623333329999999,0.000306517,0.16899999999999998,0.03385,185426.6667,28.83333333,12
5,294923,Judy Collins,1950,0.38901886799999996,0.19783773600000001,0.301207547,105.4109623,-12.86701887,1,10,0.8501886790000001,0.000212578,0.20703018899999998,0.04619622599999999,214664.3208,27.1509434,53
6,791120,The Roches,1970,0.489,0.13346666699999998,0.43,148.5951667,-15.96616667,1,11,0.695666667,0.0003,0.09811666699999999,0.034766667,251040.0,30.33333333,12
7,855405,Kate & Anna McGarrigle,1970,0.47533333299999997,0.238666667,0.429666667,118.02033329999999,-13.876,1,3,0.915333333,0.0057837669999999996,0.09203333300000001,0.0307,174280.0,37.33333333,6
8,14201,Spirit of the West,1980,0.537,0.7340000000000001,0.8370000000000001,132.879,-12.042,1,0,0.13,0.0,0.14,0.043,276173.0,51.0,2
9,295545,Richie Havens,1960,0.56725,0.375625,0.616125,118.6994375,-15.288375,1,2,0.5683125,0.008272303,0.3540125,0.05525,254325.75,30.5,32
10,626268,Buffy Sainte-Marie,1950,0.491,0.23790909100000002,0.409663636,115.84572730000001,-16.17063636,1,8,0.7573636359999999,0.00098512,0.104418182,0.045045455,184935.7273,26.72727273,22
11,888730,Odetta,1940,0.526928571,0.292112679,0.543178571,116.39777679999999,-10.693,1,0,0.832635714,0.008226953,0.17405,0.07568125,198129.8393,15.51785714,112
12,671156,Hazel Dickens,1950,0.391,0.529,0.902,161.304,-11.095,1,6,0.845,0.0858,0.065,0.0329,104427.0,34.0,1
13,52900,The Lovin' Spoonful,1960,0.562755556,0.5425311110000001,0.6915511109999999,119.2738889,-9.856177778,1,0,0.416880244,0.066378512,0.18472,0.040382222,153347.2889,26.95555556,90
14,274321,"Peter, Paul and Mary",1960,0.520773333,0.200058667,0.4516,116.2567867,-18.05037333,1,9,0.7205733329999999,0.028573163999999998,0.156005333,0.042861333,185726.6267,28.69333333,150
15,20319,Shel Silverstein,1960,0.658555556,0.287144444,0.586,124.64733329999999,-11.50722222,1,3,0.636222222,0.000117778,0.12878888900000002,0.341388889,167188.3333,14.44444444,18
16,756656,Bert Jansch,1960,0.521285714,0.221189286,0.32958928600000004,121.55942859999999,-17.78307143,1,2,0.750785714,0.288294393,0.111325,0.048139285999999996,183844.8571,25.53571429,28
17,528221,Dave Van Ronk,1950,0.539266667,0.11050533300000001,0.41947,115.3997,-18.15903333,1,9,0.9062,0.022192434,0.15623,0.060456667,195962.2,20.23333333,60
18,927736,Arlo Guthrie,1960,0.54975,0.4690625,0.5849375,125.4838125,-11.773125,1,5,0.58343125,0.0016118229999999999,0.2933625,0.0577125,273736.625,29.9375,32
19,24568,Shirley Collins,1950,0.5005,0.3065,0.62,143.7185,-7.3255,1,5,0.895,0.001144445,0.0951,0.0339,200320.0,20.0,2
20,607804,Alan Lomax,1930,0.48816666700000005,0.217758333,0.43908333299999996,119.30158329999999,-11.08616667,1,9,0.913416667,0.070405439,0.18680833300000002,0.10974166699999999,165174.0833,11.75,24
21,391398,Ramblin' Jack Elliott,1950,0.4638,0.439,0.4436,120.7982,-12.544,1,11,0.6792,0.21456896,0.2486,0.14034000000000002,288450.6,33.6,10
22,744796,Townes Van Zandt,1960,0.5351,0.251593,0.51026,113.09222,-17.03481,1,4,0.73524,0.013536275,0.292002,0.068615,205984.25,29.4,200
23,266160,Pete Seeger,1930,0.566084416,0.19496363600000002,0.554519481,108.7207597,-17.94790909,1,9,0.930331169,0.05348025,0.181601299,0.103027273,138454.4416,10.67532468,154
24,330967,The New Lost City Ramblers,1950,0.5582,0.2569,0.6403,108.4072,-16.7664,1,0,0.8877,0.00023898,0.18555,0.0409,182986.6,14.2,10
25,394449,Michael Hurley,1960,0.580058824,0.201509804,0.47111764700000003,104.1787843,-16.43056863,1,2,0.894019608,0.10593568800000001,0.14974902,0.038621569,229458.3137,24.17647059,51
26,130115,Jackson C. Frank,1960,0.46246666700000005,0.2876,0.36165333299999997,129.59446670000003,-12.61926667,1,8,0.8384,0.077756662,0.11221333300000001,0.033353333,222426.8667,33.53333333,30
27,170815,Fred Neil,1960,0.552,0.33090625,0.49870625,121.301,-13.724875,1,2,0.5191375,0.07051707,0.1354,0.041875,210110.0,28.0,32
28,231645,Jean Ritchie,1940,0.4855,0.048272,0.53565,106.988975,-19.275625,1,9,0.966925,2.4e-05,0.15849000000000002,0.0935725,107438.825,9.6,40
29,333634,Phil Ochs,1960,0.55675,0.2481,0.5083333329999999,118.0496111,-14.18786111,1,6,0.700605556,3.1e-06,0.18838611100000002,0.077241667,208465.2222,21.66666667,72
30,32366,Steve Goodman,1960,0.695,0.601,0.903,99.75,-9.902000000000001,1,0,0.252,0.0,0.502,0.0375,171293.0,38.0,2
