,id,name,year,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count
0,591902,Admiral Bailey,1980,0.722,0.565,0.685,118.804,-5.601,1,1,0.128,0.0,0.055999999999999994,0.375,231400.0,44.0,2
1,129817,Shabba Ranks,1980,0.7755625,0.5656875,0.7875,121.7843125,-12.0008125,1,7,0.064369375,4.4200000000000004e-05,0.19196875,0.2774625,257436.25,40.625,16
2,939187,Buju Banton,1990,0.741536585,0.597585366,0.7831219509999999,116.51304879999999,-9.437317073,1,10,0.147239024,2.59e-06,0.145721951,0.255309756,239877.6829,43.92682927,41
3,16944,Alpha Blondy,1980,0.7775,0.705,0.7375,122.7625,-6.979,1,7,0.15435,0.006999999999999999,0.0896,0.0561,293420.0,47.5,4
4,20740,Sizzla,1990,0.7405,0.6055,0.6,125.2825,-6.63425,1,7,0.1253875,0.0001525,0.1569,0.185,240740.0,53.5,8
5,78758,Bounty Killer,1990,0.724888889,0.743,0.820555556,116.1095556,-6.547444444,1,11,0.148933333,0.0,0.14891111099999998,0.21899999999999997,228297.7778,41.33333333,9
6,116465,Jah Cure,2000,0.577428571,0.606714286,0.6005714289999999,164.44457140000003,-6.866857143,0,10,0.298228571,8.890000000000001e-07,0.111228571,0.28271428600000004,236562.7143,51.28571429,7
7,156938,Shaggy,1990,0.809137931,0.715896552,0.722896552,130.232931,-7.176103447999999,1,1,0.173273793,0.00047571699999999996,0.216093103,0.181717241,236474.4138,53.06896552,29
8,352171,Richie Spice,2000,0.6945,0.66,0.777,81.2945,-6.7165,0,5,0.0971,0.00488,0.245,0.3,222273.5,52.0,4
9,487357,Anthony B,1990,0.831,0.5870000000000001,0.787,83.154,-6.997000000000001,0,6,0.0392,0.0,0.16399999999999998,0.354,224840.0,54.0,2
10,540010,Capleton,1990,0.7367,0.7128,0.7857,120.8974,-5.8922,0,1,0.14059000000000002,2.3e-06,0.18394000000000002,0.2719,249691.9,50.2,10
11,788508,Beenie Man,1970,0.742,0.7153,0.76845,103.79065,-6.6522,1,5,0.19651960000000002,2.42e-05,0.14784,0.22503499999999999,217712.85,49.05,20
12,178889,Alton Ellis,1950,0.763,0.44585714299999996,0.808571429,107.458,-10.83957143,1,7,0.22372857100000001,0.0007802369999999999,0.140914286,0.131185714,207310.4286,47.28571429,14
13,75295,Ken Boothe,1960,0.6990000000000001,0.489571429,0.8334285709999999,124.84957140000002,-11.16428571,0,7,0.23714285699999998,0.0088,0.23328571399999998,0.076442857,184739.1429,43.28571429,7
14,85448,The Heptones,1960,0.8158333329999999,0.376833333,0.7829999999999999,118.801,-13.42533333,1,10,0.226123333,0.2514565,0.10781666699999999,0.08275,206630.6667,36.5,12
15,93322,King Tubby,1960,0.7804375,0.4191875,0.493,126.8023125,-12.0684375,1,11,0.122369375,0.748025,0.109125,0.0949625,187355.0625,33.625,16
16,160848,Gregory Isaacs,1970,0.837981132,0.355018868,0.868981132,110.3376038,-13.10803774,1,7,0.16281396199999998,0.117486931,0.10053962300000001,0.179950943,256551.8302,38.1509434,53
17,178014,U-Roy,1960,0.749125,0.439625,0.705125,92.3405,-10.5755,1,0,0.12815,0.012454268000000001,0.0953375,0.1126875,210027.125,39.0,8
18,218885,Horace Andy,1970,0.818,0.475,0.7240000000000001,78.49600000000001,-11.088,0,9,0.36700000000000005,9.14e-06,0.0524,0.17,181394.0,56.0,2
19,219334,I-Roy,1970,0.723,0.645,0.7809999999999999,129.904,-7.997000000000001,0,9,0.293,0.0009199999999999999,0.16399999999999998,0.0662,500733.0,32.0,2
20,242861,Dennis Brown,1970,0.7671538459999999,0.5289230770000001,0.797384615,110.2749231,-9.464384615,0,9,0.199432715,0.060769968,0.13013846199999998,0.0805,236849.0769,41.07692308,26
21,252315,Diana King,1990,0.7140000000000001,0.825,0.7509999999999999,94.074,-5.447,0,11,0.0128,0.0005690000000000001,0.049,0.0751,258560.0,60.0,2
22,494474,Third World,1970,0.788615385,0.5219230770000001,0.798692308,124.4291538,-13.73707692,1,7,0.037756923,0.05190965,0.128646154,0.096630769,281144.6154,36.30769231,26
23,574057,Sugar Minott,1970,0.6709999999999999,0.519,0.9390000000000001,77.532,-11.165,1,1,0.645,0.000368,0.31,0.0376,197333.0,56.0,2
24,641994,Burning Spear,1970,0.7730476190000001,0.44485714299999995,0.734238095,125.8482381,-12.03728571,1,7,0.08417033300000001,0.262447762,0.104185714,0.13912381,223041.8571,33.42857143,42
25,745584,Steel Pulse,1970,0.7893684209999999,0.537868421,0.8540263159999999,127.9245263,-10.88594737,0,10,0.072201316,0.001370637,0.210452632,0.125718421,260163.0789,34.34210526,76
26,759668,Beres Hammond,1970,0.706538462,0.6275384620000001,0.735384615,119.32715379999999,-7.243384615,1,8,0.07320800000000001,0.000208615,0.070253846,0.157323077,230022.5385,46.15384615,13
27,866417,Maxi Priest,1980,0.735666667,0.507133333,0.777,102.94293329999999,-12.60326667,1,7,0.09353333300000001,0.009504896,0.12295999999999999,0.10577333300000001,259481.4667,39.46666667,15
28,173988,Rita Marley,1960,0.7909999999999999,0.43,0.716,89.51899999999999,-11.315999999999999,1,2,0.0312,0.00018899999999999999,0.0476,0.068,265627.0,52.0,2
29,573978,Marcia Griffiths,1960,0.705571429,0.701714286,0.930285714,130.58457140000002,-8.672571429,1,6,0.289142857,0.002050857,0.275142857,0.057457142999999995,208368.0,48.0,7
30,603590,Aswad,1970,0.7408,0.3558,0.7398,110.8348,-15.7372,1,9,0.2988,0.26207266,0.25204,0.22364,274920.2,36.0,10
31,3627,Pato Banton,1980,0.7959999999999999,0.755,0.8240000000000001,92.831,-9.777999999999999,1,9,0.0157,9.22e-06,0.303,0.0453,277293.0,49.0,2
32,33580,Super Cat,1970,0.8031,0.7248,0.8325,102.3422,-7.4471,1,11,0.2056,1.98e-07,0.23986999999999997,0.22234,226433.2,40.7,10
33,70704,Big Mountain,1990,0.667666667,0.724666667,0.8390000000000001,155.0976667,-7.9356666670000005,0,1,0.0892,0.00033666699999999997,0.159566667,0.076833333,259213.3333,58.66666667,3
34,138063,Barrington Levy,1970,0.7359565220000001,0.5763913039999999,0.63973913,110.9114783,-8.03773913,0,10,0.123112174,0.01963648,0.1454,0.188069565,232724.8261,48.39130435,23
35,255268,Lucky Dube,1990,0.724888889,0.6213333329999999,0.8027777779999999,114.06866670000001,-7.751111111,1,11,0.34644444399999996,6.159999999999999e-05,0.12555555599999998,0.059177778,241619.3333,41.33333333,18
36,52151,Augustus Pablo,1970,0.793625,0.45675,0.5511875,118.184875,-11.51975,1,9,0.149758125,0.76725,0.11155625,0.0916,173993.5,33.4375,32
37,175775,Eek-A-Mouse,1980,0.837142857,0.41314285700000003,0.719571429,103.8271429,-12.29014286,1,0,0.19297142899999997,0.005327043,0.112185714,0.190957143,247626.7143,40.57142857,14
38,233300,Hugh Mundell,1970,0.775666667,0.446,0.599,120.921,-9.851,0,7,0.0253,0.007476467,0.0956,0.161066667,184115.6667,37.33333333,6
39,303651,Scientist,1970,0.7505,0.4825,0.6990000000000001,142.7935,-11.925,1,10,0.0041140000000000005,0.408655,0.10295,0.0959,204666.5,25.5,4
40,683921,Yami Bolo,1990,0.685,0.810666667,0.7433333329999999,98.02033333,-5.445666667,1,2,0.064866667,0.0,0.1116,0.185966667,482502.3333,45.33333333,3
41,165830,Cocoa Tea,1970,0.7742,0.4128,0.7232,99.6452,-9.9968,1,3,0.020212,0.0,0.10932,0.07628,238691.2,41.6,5
42,190235,Mad Cobra,1980,0.7716,0.6542,0.805,128.34799999999998,-6.6846,1,1,0.4308,0.0,0.396,0.1986,228872.0,44.8,5
43,251925,Wayne Smith,1980,0.826,0.508,0.91,81.564,-8.713,1,2,0.14800000000000002,0.0,0.124,0.0798,247800.0,50.0,2
44,254083,Wayne Wonder,1980,0.6888333329999999,0.708666667,0.635833333,105.00633329999998,-5.537166667,1,1,0.049408333,3.66e-05,0.166,0.103533333,227251.0,48.5,12
45,264350,Sean Paul,1990,0.754163934,0.7358032790000001,0.7156393440000001,113.57208200000001,-5.1022950819999995,1,1,0.145771115,2.01e-06,0.177862295,0.17937213100000002,227814.0,56.21311475,61
46,951374,Damian Marley,1990,0.745567568,0.721486486,0.723297297,106.9486757,-5.8828378379999995,0,7,0.147591351,1.28e-05,0.1703,0.187645946,261853.5135,50.91891892,37
47,122252,Lady Saw,1990,0.7313333329999999,0.6233333329999999,0.743,150.14,-7.026666667000001,1,4,0.16893333300000002,4.5e-07,0.310666667,0.0816,272240.0,49.0,6
48,382671,Red Rat,1990,0.7595,0.669,0.5435,111.3755,-5.709,1,7,0.010405,0.0,0.1895,0.29,221046.5,43.5,4
49,476599,Collie Buddz,2000,0.644875,0.7633125,0.6889375,117.8295,-5.6418125,0,7,0.08743125,0.000159514,0.1919,0.198125,218519.3125,49.4375,16
50,938487,Mr. Vegas,1990,0.709875,0.594875,0.558875,110.10325,-7.138375,1,1,0.150825,0.0,0.121425,0.301375,207814.0,47.0,8
51,762652,Big Youth,1970,0.816,0.5525,0.4715,76.398,-7.1985,1,11,0.2135,0.00535575,0.09725,0.3075,211400.0,48.5,4
52,681340,Yellowman,1980,0.803625,0.551575,0.71375,99.265275,-10.507725,1,2,0.10970350000000001,0.002215695,0.13739749999999998,0.172225,259164.6,34.65,40
