,artist_names,id,active_start_years
166,Gilberto Santa Rosa,548020,1970
167,El Gran Combo de Puerto Rico,789514,1960
168,Tito Rodriguez,932299,1950
169,"Orlando ""Cachaito"" Lopez",552325,1950
170,CamarÃ³n de la Isla,657329,1960
171,Daniel Santos,955009,1930
172,Milly Quezada,414506,1990
173,MÃ³nica Naranjo,586319,1990
174,Lecuona Cuban Boys,140553,1930
175,Noro Morales,459027,1940
176,Afro-Cuban All Stars,595969,1990
177,Aida Cuevas,607105,1970
178,Los del Rio,847305,1990
179,JoaquÃ­n Sabina,143559,1970
180,Reik,628571,2000
181,Jackson Do Pandeiro,109367,1950
182,Guaco,651848,1990
183,Playero,1312035,1990
184,Los Huracanes del Norte,286866,1970
185,Enrique GuzmÃ¡n,987481,1950
186,HÃ©ctor Montemayor,672918,1990
187,Sabu Martinez,277977,1940
188,Zion & Lennox,695943,2000
189,Palomo,741671,2000
190,ThalÃ­a,751201,1980
191,Luis Alberto Spinetta,308625,1960
192,Pescado Rabioso,309068,1970
193,Antonio MachÃ­n,591620,1930
194,Bobby ValentÃ­n,765997,1960
195,Issac Delgado,775850,1990
196,Dorival Caymmi,66276,1930
197,Jacob Do Bandolim,104741,1950
198,Tony Vega,790224,1990
199,Alfredo Gutierrez,5366,1950
200,Roberto Torres,247004,1960
201,Lisandro Meza,248885,1960
202,Los Corraleros de Majagual,335937,1950
203,Cornelio Reyna,120067,1970
204,Los RelÃ¡mpagos del Norte,362922,1960
205,VÃ­ctor Manuelle,807428,1990
206,LiberaciÃ³n,822913,1980
207,Louie Ramirez,827224,1960
208,Marisa Monte,828349,1990
209,Joyce,292876,1960
210,Pepe Aguilar,836103,1980
211,Julieta Venegas,836376,1990
212,Lola Flores,656420,1930
213,Los Reyes del Camino,855655,1990
214,Natalia Lafourcade,859026,1990
215,Baby Rasta & Gringo,518252,1990
216,Nicky Jam,867980,1990
217,Mijares,890683,1980
218,Los Secretos,896309,1980
219,Wisin & Yandel,1824831,1990
220,Chino & Nacho,1471849,2000
221,Frank Reyes,151988,1990
222,Romeo Santos,2367865,2000
223,Camilo Sesto,540139,1960
224,RaulÃ­n RodrÃ­guez,868063,1990
225,Jenni Rivera,325727,1990
226,Los Ãngeles Negros,284939,1960
227,CNCO,3480388,2010
228,J Balvin,2385504,2000
