,id,name,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
0,293490,Sarah Brightman,2.66255,-0.9553010000000001,-0.042574400000000005,-0.361539,-0.039968800000000006,1.86735,-0.407904,-0.165312
1,487535,Abbey Lincoln,1.58285,-0.812601,0.0971521,0.996771,0.289313,0.706137,0.0959109,1.6319299999999999
2,197460,Cassandra Wilson,3.97445,-1.57239,-0.75115,0.0640981,-0.7356,2.08872,-0.388895,0.045273
3,211570,Dianne Reeves,1.65093,-0.274791,-0.269463,-0.25193499999999996,-0.236136,1.2987799999999998,-0.497316,0.0984006
4,809900,Jane Monheit,-0.468814,0.384534,-0.48325,0.357616,-2.21477,-0.596747,0.370576,-2.59252
5,768367,Bobby McFerrin,3.6443199999999996,1.35324,-0.629875,0.667133,-1.10981,1.65602,-0.0400353,0.32021
6,275335,Josh Groban,1.7002,-1.45591,-0.570326,-0.81239,-0.576882,2.60082,-0.17824600000000002,-0.198397
7,608166,Al Bowlly,4.47855,0.897446,0.715117,-0.413087,-0.9617049999999999,0.763616,-0.221464,-0.403248
8,792507,Frank Sinatra,4.1098,1.1636600000000001,5.29116,-5.24926,6.55538,1.4733,13.1701,-2.55709
9,606283,Al Jarreau,0.565588,1.1196700000000002,0.0519078,-0.060013199999999996,1.0690600000000001,-0.36587,-0.136658,0.403158
10,509367,Al Martino,1.69586,-0.0894122,0.8795379999999999,-1.31576,0.594605,0.273162,-1.32619,-0.852326
11,98081,Engelbert Humperdinck,2.59593,0.041885000000000006,1.0009299999999999,-1.24342,0.8958520000000001,0.68565,0.00519703,-0.6942550000000001
12,3413,Allan Jones,3.6625,-1.4597,1.05664,1.49247,-1.43125,-0.10957599999999999,0.378822,-1.2034200000000002
13,38466,Andy Williams,2.6959299999999997,0.051258000000000005,1.4958200000000001,-1.71155,1.28167,0.5393789999999999,0.0251742,-1.17736
14,108249,Kristin Chenoweth,1.3692799999999998,-0.09446030000000001,-0.053267499999999995,0.0232714,1.8024900000000001,1.05494,-1.3701,-0.238287
15,368451,Nana Mouskouri,2.68141,0.137242,-0.129838,-0.6949850000000001,0.590006,1.42103,-1.12511,-0.495849
16,131681,Pat Boone,1.48345,1.11277,0.6479199999999999,-0.721884,-1.54633,0.875828,0.306105,-0.38200300000000004
17,71636,Il Divo,0.117531,-2.9014,0.619294,-2.34742,-2.0924,0.661276,-0.581234,-1.25652
18,885569,Michael Bubl脙漏,-0.10538299999999999,0.0347641,0.0894561,-1.0171700000000001,1.07728,0.600967,-0.521039,-0.620672
19,64954,Michael Ball,1.95993,0.136825,1.76804,1.88832,-0.856872,1.7724400000000002,-0.418138,0.135678
20,356422,Karen Akers,3.6425300000000003,0.397837,1.14783,-1.2456,0.0453236,0.0975013,-1.64267,-0.873993
21,672269,Mandy Patinkin,3.1602200000000003,-0.291101,0.26361799999999996,-0.186604,-0.522904,0.985625,-0.340049,0.056077999999999996
22,102985,Julio Iglesias,1.4988,0.328515,0.7822560000000001,-0.8465290000000001,1.2981200000000002,0.488938,0.321085,-0.407964
23,677089,Daniel O'Donnell,-0.110848,2.7587900000000003,-0.563077,-0.42728299999999997,0.638898,-0.7215189999999999,-1.01745,-0.0986436
24,385766,Rachelle Ferrell,1.53441,-0.42206499999999997,-1.5774700000000001,0.9111819999999999,0.109857,0.00845083,0.0522295,-1.57335
25,480472,Anita Bryant,3.0327900000000003,-1.3185799999999999,1.51714,0.121945,-0.694191,1.95102,-0.489704,0.0967791
26,479028,Anita O'Day,2.78892,1.42698,1.28853,-0.8042020000000001,-0.294748,0.491713,1.19072,-0.500526
27,29867,Shirley Bassey,1.2157799999999999,-0.245641,0.571182,-0.771474,-0.569662,1.248,-0.361491,-0.428417
28,48816,Bernadette Peters,2.9674400000000003,-0.24977800000000003,0.472217,0.185064,-0.926322,1.97583,-0.121519,0.059773400000000004
29,162930,Eartha Kitt,2.3637599999999996,0.875899,0.8573799999999999,-0.389953,-1.1024100000000001,1.24595,0.10438900000000001,-0.291015
30,324819,Jeri Southern,3.7581900000000004,0.304267,0.629696,-0.588508,-0.8853139999999999,1.49496,-0.6805100000000001,-0.441878
31,368367,Nancy Wilson,2.6410099999999996,0.844208,0.695575,-0.6941350000000001,-0.619837,0.998136,0.565441,-0.285018
32,411761,Nina Simone,2.64388,0.552134,2.71492,-1.8189,1.7337,1.22346,5.59963,-0.740251
33,568368,Helen Merrill,3.82268,-0.227081,0.132551,0.118174,0.0623056,-0.10310799999999999,-0.164656,-2.68005
34,758601,Blossom Dearie,3.4525099999999997,1.38153,0.619073,-0.403787,0.277459,0.9293309999999999,0.18982000000000002,-0.600562
35,837592,June Christy,2.81395,0.496683,0.879581,-0.861624,-1.3061200000000002,1.0857700000000001,0.231334,-0.439647
36,53739,Bette Midler,1.51347,-0.276014,0.990693,-0.157818,-1.06897,1.40059,0.293633,-0.17994100000000002
37,590265,Annie Ross,2.17192,0.858498,0.6441020000000001,-0.0223318,-0.542674,0.493709,-0.508628,0.128408
38,674749,The Manhattan Transfer,0.47729399999999994,1.08467,0.27102800000000005,-0.260123,0.6877979999999999,-0.208247,-0.635502,-0.0462483
39,754219,Anthony Newley,2.23925,-1.52725,2.57745,0.322575,-2.2713400000000004,0.248204,-0.35738400000000003,-0.5047729999999999
40,47134,Susannah McCorkle,2.86999,0.475999,-1.2600200000000001,1.60889,-1.29585,1.20011,0.446392,-1.8994
41,212200,Jon Hendricks,2.07197,2.80815,0.573222,0.0553729,0.0296961,-0.688053,-0.93584,0.025179
42,344275,Mel Torm脙漏,3.5184300000000004,0.30823,1.3970799999999999,-0.927869,0.278087,0.269136,0.0753082,-0.609186
43,392299,Michael Franks,1.43088,1.44251,-0.491839,-0.266941,0.901968,-0.32577,-0.38800500000000004,0.154064
44,256482,Diane Schuur,1.81928,0.6047859999999999,-1.11091,0.14318399999999998,0.0711255,0.9692870000000001,-0.18083,0.88565
45,855531,Barbra Streisand,2.53783,-0.322857,1.1903700000000002,-0.899906,0.08947630000000001,1.7443,1.76561,-0.44309899999999997
46,769638,Idina Menzel,0.692407,-0.6676270000000001,0.1698,-1.07326,1.35467,0.628765,-1.15816,-0.775712
47,193594,Madeleine Peyroux,1.9176900000000001,0.427151,-0.787958,0.0931639,-0.658081,2.35985,-0.00212459,0.0757818
48,58360,Betty Buckley,3.12163,-0.8861870000000001,0.0528109,-0.776215,1.53705,1.9958799999999999,-1.74915,-0.636338
49,949259,"Harry Connick, Jr.",2.7063200000000003,0.528752,0.340328,-0.48654200000000003,0.914653,-0.0885919,-1.16251,-0.666438
50,48908,Betty Carter,2.72781,0.5849300000000001,1.3907399999999999,0.00241538,-0.52493,0.320579,-0.565844,0.0659954
51,79016,Billie Holiday,3.9113599999999997,2.3751900000000004,4.4313400000000005,-3.76436,5.09255,0.865491,10.4503,-1.91498
52,6334,Tony Bennett,2.73955,0.49403199999999997,1.44334,-1.46691,1.30766,0.429378,0.018933000000000002,-1.1164399999999999
53,64830,Bill Henderson,4.94117,0.447772,-0.191528,-0.152968,-0.151109,1.34812,-1.02437,-0.214446
54,82831,The Ink Spots,3.2956800000000004,0.734237,0.351464,-0.39982399999999996,0.132747,1.3093299999999999,-0.47012200000000004,-0.33792300000000003
55,127766,Jackie Paris,4.08864,0.34224299999999996,1.1520700000000001,-0.221099,-0.89684,1.55054,-0.646618,-0.23261300000000001
56,160742,Stacey Kent,1.21888,0.715006,-0.773877,-0.38674200000000003,-1.1361,1.12675,-0.178004,-0.322945
57,185948,Carmen McRae,2.65517,0.872425,1.11348,-0.46375500000000003,-0.315474,1.03596,0.471372,-0.308591
58,204901,Sarah Vaughan,3.3822400000000004,0.42023699999999997,2.18953,-1.5845799999999999,0.272511,1.60956,3.5845599999999997,-0.8147340000000001
