,id,name,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
0,85410,Billy Joe Royal,0.427746,1.7768,0.762637,0.295772,-0.128928,0.161455,-0.45457200000000003,0.283636
1,580058,Aaron Tippin,-0.8441700000000001,0.913064,-0.380442,-0.425467,0.060711900000000006,0.542351,-0.163793,0.29207
2,257787,Little Big Town,-1.29316,-0.175768,-0.15452,-0.411625,-0.468354,1.09286,0.190721,0.183668
3,484880,Sugarland,-1.41911,-0.13768699999999998,-0.10013999999999999,-0.96993,1.1830399999999999,0.08463330000000001,-0.7741560000000001,-0.17469400000000002
4,610880,Brad Paisley,-0.9939969999999999,-0.22295,0.03539880000000001,-0.578885,-0.126694,0.989591,0.967514,0.326846
5,807869,Joe Nichols,-1.6181,-0.253556,0.381915,-0.70027,0.8681180000000001,0.197845,-0.7433930000000001,-0.20506999999999997
6,825883,Dierks Bentley,-1.5815299999999999,-0.201709,0.0932307,-0.8581610000000001,0.48924300000000004,0.485863,0.134854,-0.020452200000000004
7,868174,Rascal Flatts,-1.24086,-0.392239,0.0609587,-1.16321,1.3927,0.390801,0.019778900000000002,-0.20196
8,20760,Shelby Lynne,3.42734,-0.26715500000000003,0.491666,-0.564013,-1.4268100000000001,1.22238,-0.332913,-0.00645451
9,791483,Dwight Yoakam,-0.82571,0.884302,0.0210355,-0.817099,-0.599943,0.132776,1.17404,0.28022199999999997
10,1580437,Brett Young,-1.09176,0.20653200000000002,-1.32522,-0.393848,-0.11880399999999999,2.15944,0.107299,0.24060900000000002
11,936206,Alabama,0.578765,0.517044,0.760822,-0.813158,0.646772,0.5916520000000001,1.95938,0.11964100000000001
12,21008,Trick Pony,-3.1423099999999997,-0.300759,1.6755900000000001,-0.573721,-2.31458,-0.9320309999999999,0.1166,-0.250365
13,21292,Shenandoah,-0.0199309,1.21017,-0.658583,-0.206465,-0.680932,1.1759600000000001,0.390739,0.5106569999999999
14,50967,The Lost Trailers,-2.66717,-0.67203,0.900286,-1.85296,-0.529486,-1.3906399999999999,-0.989809,-0.855632
15,76561,Billy Ray Cyrus,-0.754382,0.9564860000000001,-0.633599,-0.23152199999999998,-0.0832929,0.735866,-0.166819,0.136179
16,184199,Emerson Drive,-1.7943099999999998,-0.00107819,1.0485200000000001,-0.714064,0.23940100000000003,-0.35441500000000004,-0.9774290000000001,-0.305114
17,212006,Ricochet,0.18915,1.09602,0.284612,-0.646345,-0.8786440000000001,0.466207,-0.43579700000000005,-0.24762699999999999
18,254827,Diamond Rio,-0.077776,0.5993569999999999,0.40386,-1.04301,1.04288,-0.376015,-0.76671,-0.562279
19,266151,Little Texas,-1.08641,0.697868,-0.0626613,-0.459505,0.205348,-0.333258,-0.355694,0.341746
20,281254,Lonestar,-1.01013,-0.0621005,-0.124582,-0.857915,0.262855,0.49515600000000004,-0.197768,-0.05875269999999999
21,318882,Jason Aldean,-1.7645099999999998,-0.324216,0.120219,-1.27704,0.23736999999999997,0.645342,0.9498790000000001,-0.19863599999999998
22,340446,McBride & the Ride,0.878229,0.936773,-0.781723,-0.428233,-0.26610900000000004,1.13855,-0.441255,0.140673
23,393789,Restless Heart,0.148509,0.8703059999999999,-0.983102,-0.179974,-0.516573,1.00404,0.062310199999999996,0.439118
24,399733,Nickel Creek,0.980297,-0.0185143,-0.277438,-0.8098529999999999,-1.24793,0.443508,-0.00479858,-0.0806474
25,502198,Luke Bryan,-2.2271099999999997,-0.034249699999999994,-0.0411789,-0.931557,0.167891,0.790892,1.01104,0.0654975
26,510805,Toby Keith,-1.58524,0.541478,0.309655,-0.67852,0.299725,0.49876099999999995,0.9803940000000001,0.159244
27,522768,Brooks & Dunn,-1.2913700000000001,0.6822590000000001,0.411258,-0.678466,-0.047282199999999996,0.492158,1.6905599999999998,0.320558
28,573100,Daryle Singletary,-0.899905,-0.0310632,0.24596500000000002,-0.647814,0.28218699999999997,0.531139,-0.661826,-0.11863399999999999
29,592954,Tim McGraw,-1.0867,-0.09626130000000001,0.0991908,-1.1034700000000002,0.407983,0.734325,1.13315,-0.0193186
30,627787,Jamey Johnson,-0.465836,-0.228252,0.0954227,-0.544115,1.14859,0.382155,-0.529434,-0.00102539
31,681171,Highway 101,-0.29486599999999996,1.0911,0.297746,-0.357619,-1.7212599999999998,-0.16278,0.299236,0.299669
32,762821,Big & Rich,-2.30271,-0.243354,0.7915439999999999,-0.514018,1.2199,-0.507634,-0.8736309999999999,-0.0888035
33,798248,Garth Brooks,-0.817979,1.26387,0.385922,0.194021,-0.8553569999999999,0.762253,-0.0677156,0.0944545
34,811897,John Michael Montgomery,-0.9068370000000001,0.333789,-0.180362,-0.37483099999999997,-0.348351,0.820101,0.0975643,0.100293
35,837985,Sawyer Brown,-0.5561189999999999,1.22917,-0.128861,-0.735047,-0.702505,-0.06833,0.037280400000000005,0.09113539999999999
36,926108,Montgomery Gentry,-1.53396,-0.0461091,-0.028196699999999998,-0.573569,-0.00943277,0.488692,0.36087800000000003,0.38365
37,939565,Bryan White,0.281548,-0.169175,-0.470667,-0.905249,-0.430683,0.988605,-0.38201799999999997,-0.148598
38,1379627,Chris Young,-1.23786,0.0991885,-0.245719,-0.809619,0.181116,1.20969,0.175841,-0.0713573
39,2690165,Tyler Farr,-2.2003,-0.305179,-0.389937,-1.09114,-0.398493,0.665296,-0.295259,-0.11853599999999999
40,605375,Alan Jackson,-0.188494,0.976659,0.368526,-1.18509,0.77183,0.625542,2.07538,-0.18248399999999998
41,11052,Tracy Byrd,-1.4390399999999999,1.16066,-0.41773599999999994,-0.759412,0.772451,-0.20631100000000002,-0.7219909999999999,-0.048106
42,68551,Kenny Chesney,-0.8832959999999999,0.263817,0.303305,-1.08959,0.8843260000000001,0.708947,1.9524,-0.036358800000000004
43,81619,Keith Urban,-1.2429,0.299392,-0.20018699999999998,-1.0278399999999999,1.52209,0.147649,0.264192,-0.0293216
44,81739,Billy Currington,-1.82608,0.559403,-0.476662,-0.705116,0.659637,0.604608,0.0227727,0.125813
45,118791,LeAnn Rimes,-0.27367600000000003,-0.101253,-0.557917,-0.9181600000000001,1.1823700000000001,0.801779,-0.804127,-0.263255
46,124881,Craig Morgan,-1.14638,-0.23946399999999998,-0.5105729999999999,-0.659022,-0.177395,1.29856,-0.049738300000000006,0.124919
47,161808,Shania Twain,-1.4055799999999998,0.80379,-0.029253300000000003,-0.319855,-0.306684,0.806221,1.26824,0.501663
48,194063,Lee Ann Womack,-0.188519,-0.608644,-0.133196,-1.10565,0.392698,0.357279,-0.8235100000000001,-0.301937
49,283405,Mark Chesnutt,-0.46153599999999995,0.8325110000000001,0.214299,-0.983669,0.511001,-0.475008,-0.41861899999999996,-0.222723
50,334041,Mark Wills,0.0708677,0.050938800000000006,-0.61488,-0.756622,0.328953,0.997475,-0.5386770000000001,-0.070857
51,342004,Phil Vassar,-1.61981,0.606835,0.284611,-0.5624600000000001,0.7122539999999999,-0.332204,-0.627548,0.177823
52,481827,The Tractors,-1.9648299999999999,1.32125,-0.810188,0.123025,0.810246,0.572418,-0.215246,1.18299
53,659299,Gary Allan,-0.7520789999999999,-0.290261,-0.0655438,-1.00896,-0.00844874,0.6665260000000001,-0.0357385,-0.158256
54,812239,Wade Bowen,-1.35673,-0.8353290000000001,0.33306199999999997,-0.00714559,0.034590499999999996,0.8018770000000001,-0.0188414,0.7240260000000001
55,861252,Carrie Underwood,-1.5940299999999998,-0.619794,-0.0521038,-1.13677,0.666095,0.835888,0.177253,-0.231473
56,2468217,Logan Mize,-2.18744,-0.0922199,0.13758399999999998,-0.33626300000000003,0.142514,0.24971500000000002,-0.52646,0.00273912
57,2942900,Florida Georgia Line,-2.55187,-0.261736,0.334648,-1.0624,-0.5710810000000001,0.694958,1.27991,0.060629199999999994
58,3455720,Chris Lane,-2.55559,-0.441622,-0.367285,-0.700067,-1.13362,1.13885,0.201443,0.0126516
59,566448,Justin Townes Earle,-0.730549,0.502679,-0.6215350000000001,-0.900258,-0.46260500000000004,0.843781,-0.442046,-0.178267
60,927795,Tift Merritt,1.9966099999999998,-0.171069,-1.0120200000000001,-0.090085,1.7308400000000002,2.10635,-1.361,-0.0907796
61,745071,Alison Krauss,1.2009,0.404177,-0.15216,-0.603453,0.9471360000000001,0.497988,-0.769674,-0.365454
62,472735,Rhonda Vincent,-0.656011,1.44983,0.131705,-0.803653,0.823259,-0.552586,-1.17648,-0.143553
63,618726,The Infamous Stringdusters,-0.11548299999999999,-0.381939,-1.70153,0.931958,-1.1312,0.712212,0.764232,-1.49308
64,2061191,The SteelDrivers,-0.631389,0.5396449999999999,-0.0491881,-0.669626,-0.9691040000000001,0.47488400000000003,0.190936,0.016611
65,162269,Faith Hill,-0.7462979999999999,-0.124195,-0.0481158,-0.936191,-0.20622600000000002,0.653468,0.205304,-0.109393
66,495861,Mindy McCready,-1.75194,0.028128700000000003,0.321762,-1.1224100000000001,-0.82396,-0.369634,-0.351663,-0.248623
67,57840,B.J. Thomas,0.48105699999999996,0.992654,-0.07351,-0.513937,-0.0675196,0.628474,-0.670686,-0.195045
68,664378,Glen Campbell,0.632239,0.516958,0.685738,-1.0915700000000002,-0.303156,0.655619,0.694258,-0.301454
69,490549,Anne Murray,0.621268,0.369915,-0.389936,-0.71244,-0.504371,1.52526,0.24272600000000003,-0.0573082
70,19241,Patty Loveless,-0.15607100000000002,0.644077,-0.43533900000000003,-0.490904,-1.41444,0.739779,0.37293699999999996,0.24689099999999997
71,270060,Marie Osmond,0.7893859999999999,0.525466,-0.315999,-0.308017,-1.0386600000000001,1.4736799999999999,-0.10322100000000001,0.040083099999999997
72,286115,Lorrie Morgan,0.0820447,1.16598,-0.221219,-0.57827,-0.6480630000000001,0.134775,-0.0911448,0.0490985
73,362437,Kathy Mattea,0.783246,1.38184,-0.359161,-0.227471,-0.472275,0.49084099999999997,-0.221496,0.253519
74,749476,Trisha Yearwood,0.210144,0.965335,-0.265129,-0.78781,1.39258,0.145951,-0.964994,-0.362559
75,753237,Suzy Bogguss,0.20888,0.597903,-0.312386,-0.538396,-0.530813,0.48541599999999996,-0.27108499999999996,0.127242
76,858375,Mary Chapin Carpenter,-0.611459,1.2899399999999999,-0.103208,-0.516622,-0.9754200000000001,-0.029612400000000004,0.548273,0.36551500000000003
77,245039,Vassar Clements,0.963793,1.6001,0.636807,-0.18907000000000002,-1.37316,-0.9486120000000001,-0.0627221,0.46214799999999995
78,622379,Asleep at the Wheel,-0.337946,1.60501,1.22146,0.0576114,-0.42066400000000004,-0.9851040000000001,-0.400042,0.186334
79,176148,Riders in the Sky,0.159487,3.5211099999999997,-0.484246,0.049523199999999996,0.746948,0.131022,-1.09427,-0.249954
80,944084,George Strait,0.487252,1.25851,1.12083,-1.7663200000000001,1.2100799999999998,0.958305,4.27451,-0.47096800000000005
81,46214,Aunt Molly Jackson,4.46705,3.0502,0.251981,1.2566899999999999,-0.531996,1.63103,-0.5187109999999999,0.460525
82,196690,Lee Greenwood,1.10264,-0.0204882,-0.14036600000000002,-1.04397,-0.0761331,1.07431,-0.6823640000000001,-0.42903100000000005
83,788569,Barbara Mandrell,-0.0505431,1.69633,0.43498100000000006,-0.6175229999999999,0.789018,-0.548196,-1.06936,-0.288402
84,86312,The Judds,0.524604,1.31654,-0.694529,-0.301061,-1.18511,0.7702600000000001,0.610169,0.255278
85,90079,Chely Wright,-0.849658,1.19011,-0.512684,-1.10638,-0.9104530000000001,-0.709324,-0.375691,-0.185199
86,210512,Janie Fricke,1.6965599999999998,1.2206299999999999,-0.18562599999999999,-0.428487,-1.6801099999999998,0.999908,0.13501,-0.019766
87,227088,Deana Carter,-0.36872,0.164298,-0.609096,-0.42882200000000004,0.583861,1.16301,-0.546198,0.12206199999999999
88,409968,Reba McEntire,0.667493,0.389575,0.051873300000000004,-1.15403,1.0336299999999998,0.299245,-0.127912,-0.48005200000000003
89,3237096,Mickey Guyton,-0.348111,-0.827658,-1.33764,-0.200446,0.041412199999999996,3.6189199999999997,-0.30439,0.0323866
90,76788,Cowboy Troy,-2.90718,0.412433,-0.610348,1.5144600000000001,-1.28304,-0.04086119999999999,1.0083,-1.12604
91,196976,Gretchen Wilson,-2.1794700000000002,-0.46671,1.76328,-0.39124000000000003,0.751847,-0.864049,-1.00191,-0.339468
92,81083,Bill Monroe,1.60084,1.63323,0.912291,-0.221129,-1.99535,-0.7886569999999999,0.11638,0.174335
93,45057,The Louvin Brothers,1.561,1.99055,0.63179,-0.610665,-1.38786,0.265005,0.45322399999999996,-0.125403
94,64199,Jimmy Martin,-0.598433,1.87748,0.5148560000000001,-0.13858,-1.3023799999999999,0.0352382,0.169295,0.604459
95,69805,Bill Keith,1.62722,0.0598156,0.29281799999999997,-0.839167,-0.639027,-2.35575,-0.709407,0.39882399999999996
96,87113,The Jordanaires,2.9628900000000002,1.3034700000000001,0.578646,-0.5908909999999999,-1.1102299999999998,1.47064,0.608639,-0.500071
97,94205,Chet Atkins,2.79181,1.05215,-0.468096,-0.48686899999999994,0.6224529999999999,-1.52595,-0.896956,0.171467
98,96944,Chris Hillman,-1.48389,1.76878,-0.808528,0.156527,-0.821451,1.06051,0.504129,1.28121
99,129254,The Grascals,-0.355085,0.502125,2.19117,0.21808000000000002,-1.0293299999999999,0.215705,-0.401699,-0.202008
100,130855,Tony Rice,1.82438,1.1297,0.00970323,-0.39716599999999996,-1.0442,-0.654629,0.052221800000000006,0.38358200000000003
101,136640,Tammy Wynette,1.9982,1.32392,0.486101,-0.77554,-0.389925,1.44119,1.06033,-0.32109699999999997
102,139709,The Country Gentlemen,0.338298,2.42982,-0.545127,-0.0582366,-1.5983399999999999,0.427079,0.25150100000000003,0.5156189999999999
103,146354,The Del McCoury Band,-0.026933600000000002,-0.639458,0.69912,0.253919,-0.581394,-0.020174,-0.21997199999999997,0.366266
104,159699,Emmylou Harris,1.15895,0.609701,0.44443999999999995,-0.818446,-0.518034,1.09744,1.50568,-0.0760003
105,175286,Dolly Parton,1.18979,1.3633,1.04847,-1.36579,1.66999,0.269488,1.41631,-0.7408939999999999
106,227527,Flatt & Scruggs,1.19191,1.6210799999999999,1.27005,-0.9113190000000001,-0.963276,-0.738901,1.52696,0.0922392
107,234325,Loretta Lynn,0.766875,2.0150900000000003,0.499542,-0.9119,0.730424,-0.284496,-0.520098,-0.593557
108,234488,Del McCoury,1.36966,1.00209,1.1703299999999999,-2.04402,-1.11942,-2.28235,-1.4497799999999998,-1.456
