,id,name,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
0,307913,Martin Sexton,1.21796,2.1059200000000002,-1.10554,0.227731,0.187178,0.7791710000000001,-0.44738100000000003,0.427108
1,607804,Alan Lomax,2.5219400000000003,0.919638,1.25824,-0.06564550000000001,-1.58792,0.730092,-0.24335,-0.394638
2,24568,Shirley Collins,1.27346,1.2090100000000001,0.44793900000000003,-1.19121,-1.13373,-0.47433400000000003,-0.772315,-0.609793
3,154533,Ewan MacColl,3.14312,1.50173,0.636407,-0.32669899999999996,-1.8748099999999999,0.24896500000000002,-0.26838,-0.30431199999999997
4,231645,Jean Ritchie,3.9571400000000003,1.99049,1.13353,-0.15440299999999998,-1.66274,1.0277399999999999,-0.23172800000000002,-0.656255
5,394449,Michael Hurley,3.16548,1.2694299999999998,0.135679,-0.332667,0.658862,0.162636,-0.6486310000000001,-0.189226
6,487271,Mike Seeger,1.8427200000000001,0.826909,1.63828,-0.5179229999999999,-1.6876099999999998,-0.311695,-0.424929,-0.28684699999999996
7,528221,Dave Van Ronk,3.44239,1.22929,0.458636,-0.22804699999999997,-1.12125,1.0056100000000001,0.165424,-0.305156
8,779146,Chris Thile,0.802912,1.05005,-0.0122915,-0.035423199999999995,-0.476555,0.595747,-0.398804,0.177245
9,282766,Loudon Wainwright III,1.15668,1.1688100000000001,-0.155407,-0.24283000000000002,-0.9404629999999999,0.8718030000000001,0.022984400000000002,0.077401
10,927736,Arlo Guthrie,0.8619120000000001,0.45124,0.912458,0.054299900000000005,-0.140539,-0.146527,-0.174004,0.278231
11,227487,John Gorka,3.22886,0.19906500000000002,-1.12248,0.348398,0.523493,-0.500049,-1.02619,-2.8196
12,677352,Dar Williams,2.43668,-0.08906,-0.588543,0.057126699999999996,-0.552955,2.28156,-0.177517,0.479973
13,791120,The Roches,2.23278,0.37311,-0.28262800000000005,-0.777999,-2.04351,0.5369970000000001,0.0675749,-0.24272800000000003
14,671156,Hazel Dickens,0.437411,1.4534200000000002,0.52561,-1.9052,-2.0538,-1.10458,-0.747423,-1.0492700000000001
15,294923,Judy Collins,2.7370900000000002,-0.05471709999999999,0.607232,-0.41576899999999994,-1.03745,1.88674,0.169247,-0.260333
16,756656,Bert Jansch,3.1720599999999997,0.402771,0.0202831,-0.88071,0.0758408,-0.25619899999999995,-1.00643,-0.567629
17,45077,Leo Kottke,2.4554099999999996,-0.43371499999999996,-0.253628,-0.970874,-0.389572,-1.61097,-0.372292,0.472721
18,196969,John Martyn,2.62795,0.5411699999999999,-0.5777100000000001,-0.27983,0.294218,0.76605,-0.374899,0.0985882
19,746068,Steeleye Span,0.902307,0.439116,0.729612,-0.283359,0.7623979999999999,-0.10616099999999999,-0.9807170000000001,-0.0116274
20,863774,Ralph McTell,1.34822,-1.21551,-0.47296499999999997,-1.5230000000000001,-0.228588,0.651463,-1.20397,-1.10358
21,330967,The New Lost City Ramblers,2.93255,1.96111,0.818457,-0.40833800000000003,0.357369,-0.514261,-1.30988,-0.406888
22,551465,Gillian Welch,1.6370200000000001,0.415917,-0.346527,-0.340194,-0.632889,1.3686,0.016493599999999997,-0.144678
23,299882,Karen Dalton,2.2727,0.29963,0.111278,-1.00219,0.38537899999999997,0.275998,-0.939659,-0.706371
24,667584,Damien Rice,1.7267299999999999,-0.666416,-0.43954399999999993,-0.8867950000000001,1.40249,0.8915420000000001,-1.45164,-0.618135
25,179105,Fred Eaglesmith,2.03695,0.700781,-1.11268,0.205896,-0.0006061069999999999,1.1575,-0.594375,-0.0521109
26,286561,Robert Earl Keen,0.9944569999999999,0.637041,0.744851,0.5916680000000001,-0.185558,0.6484770000000001,0.00605501,0.4522
27,52900,The Lovin' Spoonful,0.37667,1.36744,0.8962399999999999,-1.14126,0.8704049999999999,-0.751162,-0.322927,-0.45805200000000007
28,69153,Joan Baez,2.43802,0.303788,0.730691,-0.442205,-1.04047,1.41897,1.0988,-0.14340999999999998
29,99104,Vashti Bunyan,3.56189,1.66788,0.399588,-0.96695,0.33342,-0.388812,-1.2872700000000001,-0.969892
30,99561,The Incredible String Band,2.02878,-0.208869,0.19028599999999998,-0.224606,-0.46017700000000006,0.7748079999999999,-0.217757,0.289779
31,130115,Jackson C. Frank,2.05429,0.10499000000000001,-0.0791265,-0.9086110000000001,-1.0121200000000001,0.816612,-0.235474,-0.413684
32,245019,Sandy Denny,0.95857,-0.271271,-0.391173,-0.465732,-0.47743500000000005,-0.33252,-0.304722,0.429014
33,274321,"Peter, Paul and Mary",2.8191900000000003,1.0659100000000001,0.485196,-0.785905,-0.561212,1.0876,1.1469,-0.40880900000000003
34,295545,Richie Havens,1.47305,0.767926,1.18241,0.203268,0.5116,-0.361784,-0.5889800000000001,0.121947
35,296815,Linda Perhacs,3.83405,-0.084355,-0.5697800000000001,-0.526167,-0.85224,0.43094399999999994,-0.528985,-0.0242971
36,333634,Phil Ochs,2.18407,1.15673,0.81775,-0.23638499999999998,-0.337976,0.39860999999999996,0.068861,-0.235337
37,638603,David Bromberg,1.3856600000000001,-0.500926,0.27802,0.970995,-1.05708,0.328563,0.692332,1.46974
38,667794,Gordon Lightfoot,1.86435,1.17931,0.425703,-0.9865950000000001,0.891804,0.5360149999999999,0.852499,-0.35096
39,689836,Joel Rafael,-2.87753,-2.4236400000000002,6.48463,4.03722,-1.42096,-0.319903,-0.50651,-0.20567399999999997
40,744796,Townes Van Zandt,2.59557,1.03152,1.58121,-0.48677200000000004,0.880076,0.47572200000000003,1.10565,-0.5114609999999999
41,800426,Greg Brown,2.06198,0.61025,-0.73485,-0.07122510000000001,-0.364006,0.666552,-0.389412,0.115997
